건물명,대지위치,운동시설,교육_학습시설,키즈시설,시니어시설,공유오피스_회의,라운지_휴게,사우나_목욕,편의_생활시설,구,동,총인구수,ratio_child,ratio_elderly,ratio_young,ratio_middle,전체세대,ratio_1person,ratio_2person,ratio_3plus,카페수,헬스장수,학원수,기타학원수,독서실수,사우나수
신림1재정비촉진구역 재정비촉진계획(획지1-6),서울특별시 관악구 신림동 808번지,1,0,1,1,1,0,1,0,관악구,신림동,238645.0,0.0268013157619057,0.2587567307087934,0.2152066877579668,0.3129753399400783,148459.0,0.6514795330697364,0.1769377403862345,0.1715827265440289,57.0,29.0,18.0,39.0,16.0,9.0
신림1재정비촉진지구 재정비촉진계획(획지1-4),서울특별시 관악구 신림동 808번지,1,1,1,1,1,1,1,0,관악구,신림동,238645.0,0.0268013157619057,0.2587567307087934,0.2152066877579668,0.3129753399400783,148459.0,0.6514795330697364,0.1769377403862345,0.1715827265440289,57.0,29.0,18.0,39.0,16.0,9.0
신림동 628-1 OO도시형생활주택,서울특별시 관악구 신림동 628-1번지,0,0,0,0,0,1,0,0,관악구,신림동,238645.0,0.0268013157619057,0.2587567307087934,0.2152066877579668,0.3129753399400783,148459.0,0.6514795330697364,0.1769377403862345,0.1715827265440289,57.0,29.0,18.0,39.0,16.0,9.0
신림동 역세권 청년주택,서울특별시 관악구 신림동 240-1번지,0,0,0,0,0,0,0,0,관악구,신림동,238645.0,0.0268013157619057,0.2587567307087934,0.2152066877579668,0.3129753399400783,148459.0,0.6514795330697364,0.1769377403862345,0.1715827265440289,57.0,29.0,18.0,39.0,16.0,9.0
신목동파라곤,서울특별시 양천구 신월동 489-3번지,1,0,1,1,0,0,1,0,양천구,신월동,115824.0,0.0513192429893631,0.3212114933001795,0.1093124050283188,0.2781893217295206,53742.0,0.3931747981094861,0.2591083324029623,0.3477168694875516,116.0,78.0,144.0,172.0,12.0,15.0
신반포12차아파트,서울특별시 서초구 잠원동 50-5번지,1,1,1,1,0,0,1,0,서초구,잠원동,50209.0,0.0695293672449162,0.2019956581489374,0.1158358063295425,0.2963014598976279,18907.0,0.2486909610197281,0.1988681440736235,0.5524408949066484,54.0,24.0,69.0,138.0,4.0,15.0
신반포15차아파트,서울특별시 서초구 반포동 12번지,0,1,1,1,0,0,0,0,서초구,반포동,77882.0,0.0858606609999743,0.1960915230733674,0.1067640789912945,0.3201509976631314,30286.0,0.2948226903519778,0.1910123489401043,0.5141649607079178,182.0,109.0,383.0,338.0,32.0,21.0
신반포16차아파트 재건축사업,서울특별시 서초구 잠원동 55-12번지,0,0,1,1,0,0,0,0,서초구,잠원동,50209.0,0.0695293672449162,0.2019956581489374,0.1158358063295425,0.2963014598976279,18907.0,0.2486909610197281,0.1988681440736235,0.5524408949066484,54.0,24.0,69.0,138.0,4.0,15.0
신반포18차 337동 주택재건축정비사업,서울특별시 서초구 잠원동 49-17번지,1,0,1,1,0,0,1,0,서초구,잠원동,50209.0,0.0695293672449162,0.2019956581489374,0.1158358063295425,0.2963014598976279,18907.0,0.2486909610197281,0.1988681440736235,0.5524408949066484,54.0,24.0,69.0,138.0,4.0,15.0
신반포22차 주택재건축정비사업,서울특별시 서초구 잠원동 65-33번지,1,0,1,1,0,0,1,0,서초구,잠원동,50209.0,0.0695293672449162,0.2019956581489374,0.1158358063295425,0.2963014598976279,18907.0,0.2486909610197281,0.1988681440736235,0.5524408949066484,54.0,24.0,69.0,138.0,4.0,15.0
신반포자이,서울특별시 서초구 잠원동 66번지,0,0,0,1,0,0,0,0,서초구,잠원동,50209.0,0.0695293672449162,0.2019956581489374,0.1158358063295425,0.2963014598976279,18907.0,0.2486909610197281,0.1988681440736235,0.5524408949066484,54.0,24.0,69.0,138.0,4.0,15.0
신설1구역 공공재개발사업 건설공사,서울특별시 동대문구 신설동 92-5번지,1,1,1,1,1,0,1,0,동대문구,신설동,3670.0,0.0177111716621253,0.2228882833787465,0.2782016348773842,0.3422343324250681,2920.0,0.8291095890410959,0.1068493150684931,0.0640410958904109,52.0,24.0,17.0,47.0,5.0,4.0
신수동아너스빌아파트,서울특별시 마포구 신수동 325번지,0,1,1,1,0,0,0,0,마포구,신수동,15320.0,0.0579634464751958,0.2253916449086161,0.1817885117493472,0.2913185378590078,7470.0,0.4684069611780455,0.2024096385542168,0.3291834002677376,47.0,16.0,33.0,56.0,6.0,0.0
신영제1구역주택재개발정비사업아파트,서울특별시 종로구 신영동 158-2번지,1,0,1,1,1,1,1,0,종로구,신영동,3371.0,0.0507267873034707,0.2782557104716701,0.1127261940077128,0.2758825274399288,1405.0,0.3352313167259786,0.2377224199288256,0.4270462633451957,73.0,16.3,15.0,38.3,2.7,3.3
신용산역 00아파트,서울특별시 용산구 한강로2가 2-5번지,1,1,1,1,0,1,1,0,용산구,한강로2가,,0.057339874618582,0.2759540329858547,0.114027166672695,0.3097539610010031,,0.3949314068107636,0.2416012563457758,0.3634673368434606,206.0,35.0,11.0,91.0,1.0,6.0
신월곡1구역,서울특별시 성북구 하월곡동 88-142번지,1,1,1,1,1,0,1,0,성북구,하월곡동,37942.0,0.0555584840018976,0.2750777502503821,0.1338358547256338,0.2778714880607242,17169.0,0.3957132040305201,0.231114217485002,0.3731725784844778,63.2,28.7,74.7,82.8,9.6,4.9
신월동코아루2단지,서울특별시 양천구 신월동 1058번지,0,0,1,1,0,0,0,0,양천구,신월동,115824.0,0.0513192429893631,0.3212114933001795,0.1093124050283188,0.2781893217295206,53742.0,0.3931747981094861,0.2591083324029623,0.3477168694875516,116.0,78.0,144.0,172.0,12.0,15.0
신월에비뉴원,서울특별시 양천구 신월동 48-7번지,0,0,0,0,0,0,0,0,양천구,신월동,115824.0,0.0513192429893631,0.3212114933001795,0.1093124050283188,0.2781893217295206,53742.0,0.3931747981094861,0.2591083324029623,0.3477168694875516,116.0,78.0,144.0,172.0,12.0,15.0
신정 이펜하우스 2단지,서울특별시 양천구 신정동 블록,0,1,1,1,0,0,0,0,양천구,신정동,169239.0,0.0563049888028173,0.2577420098204314,0.1171715739279953,0.2786355390896897,69277.0,0.3077356121079146,0.2324725377831026,0.4597918501089827,217.0,136.0,598.0,438.0,67.0,26.0
신정 이펜하우스 4단지,서울특별시 양천구 신정동 블록,0,1,1,1,0,0,0,0,양천구,신정동,169239.0,0.0563049888028173,0.2577420098204314,0.1171715739279953,0.2786355390896897,69277.0,0.3077356121079146,0.2324725377831026,0.4597918501089827,217.0,136.0,598.0,438.0,67.0,26.0
신정 이펜하우스 5단지,서울특별시 양천구 신정동 블록,0,1,1,1,0,0,0,0,양천구,신정동,169239.0,0.0563049888028173,0.2577420098204314,0.1171715739279953,0.2786355390896897,69277.0,0.3077356121079146,0.2324725377831026,0.4597918501089827,217.0,136.0,598.0,438.0,67.0,26.0
신정2 재정비촉진구역 1지구 주택재개발 아파트,서울특별시 양천구 신정동 1175-28번지,1,0,1,1,0,0,1,0,양천구,신정동,169239.0,0.0563049888028173,0.2577420098204314,0.1171715739279953,0.2786355390896897,69277.0,0.3077356121079146,0.2324725377831026,0.4597918501089827,217.0,136.0,598.0,438.0,67.0,26.0
신정2 재정비촉진구역 1지구 주택재개발 정비사업,서울특별시 양천구 신정동 1175-28번지,1,1,1,1,0,1,1,0,양천구,신정동,169239.0,0.0563049888028173,0.2577420098204314,0.1171715739279953,0.2786355390896897,69277.0,0.3077356121079146,0.2324725377831026,0.4597918501089827,217.0,136.0,598.0,438.0,67.0,26.0
신정2재정비촉진구역1지구주택재개발,서울특별시 양천구 신정동 1175-28번지,1,1,1,1,0,0,1,0,양천구,신정동,169239.0,0.0563049888028173,0.2577420098204314,0.1171715739279953,0.2786355390896897,69277.0,0.3077356121079146,0.2324725377831026,0.4597918501089827,217.0,136.0,598.0,438.0,67.0,26.0
신정4 재정비촉진구역 재건축사업,서울특별시 양천구 신정동 1200-1번지,1,1,1,1,0,0,1,0,양천구,신정동,169239.0,0.0563049888028173,0.2577420098204314,0.1171715739279953,0.2786355390896897,69277.0,0.3077356121079146,0.2324725377831026,0.4597918501089827,217.0,136.0,598.0,438.0,67.0,26.0
신정뉴타운 롯데캐슬,서울특별시 양천구 신월동 612-13번지,1,1,1,1,0,1,1,0,양천구,신월동,115824.0,0.0513192429893631,0.3212114933001795,0.1093124050283188,0.2781893217295206,53742.0,0.3931747981094861,0.2591083324029623,0.3477168694875516,116.0,78.0,144.0,172.0,12.0,15.0
신정도시마을주택,서울특별시 양천구 신정동 1289-2번지,1,0,1,0,0,0,1,0,양천구,신정동,169239.0,0.0563049888028173,0.2577420098204314,0.1171715739279953,0.2786355390896897,69277.0,0.3077356121079146,0.2324725377831026,0.4597918501089827,217.0,136.0,598.0,438.0,67.0,26.0
신정동 수정아파트,서울특별시 양천구 신정동 733-31번지,1,0,1,1,1,0,1,0,양천구,신정동,169239.0,0.0563049888028173,0.2577420098204314,0.1171715739279953,0.2786355390896897,69277.0,0.3077356121079146,0.2324725377831026,0.4597918501089827,217.0,136.0,598.0,438.0,67.0,26.0
신정재정비촉진지구 제1구역3지구 주택재개발정비사업,서울특별시 양천구 신월동 606-17번지,0,0,1,1,0,1,0,0,양천구,신월동,115824.0,0.0513192429893631,0.3212114933001795,0.1093124050283188,0.2781893217295206,53742.0,0.3931747981094861,0.2591083324029623,0.3477168694875516,116.0,78.0,144.0,172.0,12.0,15.0
쌍문동 137-94 공동주택 (쌍문동137번지지역주택조합),서울특별시 도봉구 쌍문동 137-94번지,0,0,0,0,0,0,0,0,도봉구,쌍문동,71803.0,0.0418784730443017,0.3291227386042366,0.1237413478545464,0.2606019247106667,33260.0,0.3839747444377631,0.2655742633794347,0.3504509921828022,87.0,50.0,134.0,116.0,19.0,12.0
쌍문동 716-36 드림시티 4차 아파트,서울특별시 도봉구 쌍문동 716-36번지,0,0,0,0,0,0,0,0,도봉구,쌍문동,71803.0,0.0418784730443017,0.3291227386042366,0.1237413478545464,0.2606019247106667,33260.0,0.3839747444377631,0.2655742633794347,0.3504509921828022,87.0,50.0,134.0,116.0,19.0,12.0
쌍문동 삼성래미안,서울특별시 도봉구 쌍문동 382번지,0,0,0,0,1,0,0,0,도봉구,쌍문동,71803.0,0.0418784730443017,0.3291227386042366,0.1237413478545464,0.2606019247106667,33260.0,0.3839747444377631,0.2655742633794347,0.3504509921828022,87.0,50.0,134.0,116.0,19.0,12.0
쌍문역 시티프라디움,서울특별시 도봉구 쌍문동 380-19번지,0,0,1,0,0,0,0,0,도봉구,쌍문동,71803.0,0.0418784730443017,0.3291227386042366,0.1237413478545464,0.2606019247106667,33260.0,0.3839747444377631,0.2655742633794347,0.3504509921828022,87.0,50.0,134.0,116.0,19.0,12.0
쌍용 더 플래티넘 용마산,서울특별시 중랑구 면목동 1548번지,0,0,1,0,0,0,0,0,중랑구,면목동,131788.0,0.0431678149755668,0.3180183324733663,0.124396758430206,0.2878259022065741,68469.0,0.4805824533730593,0.2504198980560546,0.2689976485708861,135.0,60.0,78.0,123.0,11.0,14.0
쌍용예가클래식,서울특별시 서초구 방배동 776-3번지,0,0,0,0,1,0,0,0,서초구,방배동,92677.0,0.0552887987310767,0.2554787056119641,0.1212814398394423,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448,197.0,106.0,161.0,336.0,13.0,16.0
아가토스9,서울특별시 관악구 봉천동 1595-7번지,0,0,0,0,1,0,0,0,관악구,봉천동,218346.0,0.0363872019638555,0.2411997471902393,0.2223306128804741,0.3120597583651635,127594.0,0.6105381130774175,0.1829474740191545,0.206514412903428,57.0,29.0,18.0,39.0,16.0,9.0
아이유하임,서울특별시 금천구 독산동 1162번지,0,1,0,0,0,0,0,0,금천구,독산동,101166.0,0.0442836526105608,0.2815471601130814,0.1526995235553447,0.3117747069173437,55493.0,0.5390770007027913,0.2228569369109617,0.2380660623862469,150.0,82.0,61.0,140.0,16.0,19.0
아크로 리버 뷰 신반포,서울특별시 서초구 잠원동 64-8번지,1,1,1,1,0,1,1,0,서초구,잠원동,50209.0,0.0695293672449162,0.2019956581489374,0.1158358063295425,0.2963014598976279,18907.0,0.2486909610197281,0.1988681440736235,0.5524408949066484,54.0,24.0,69.0,138.0,4.0,15.0
아크로 삼성,서울특별시 강남구 삼성동 79번지,0,1,1,1,0,1,0,1,강남구,삼성동,41719.0,0.0590138785685179,0.2048946523166902,0.1236127423955511,0.3366811285026007,19022.0,0.4219324992114394,0.1946167595415834,0.3834507412469772,251.0,108.0,99.0,251.0,13.0,24.0
아크로리버파크,서울특별시 서초구 반포동 2-1번지,1,0,1,1,0,1,1,0,서초구,반포동,77882.0,0.0858606609999743,0.1960915230733674,0.1067640789912945,0.3201509976631314,30286.0,0.2948226903519778,0.1910123489401043,0.5141649607079178,182.0,109.0,383.0,338.0,32.0,21.0
아크로타워 스퀘어,서울특별시 영등포구 영등포동7가 145-8번지,1,1,1,1,0,0,1,0,영등포구,영등포동7가,,0.0529698536468082,0.2973977912759866,0.1299525382609814,0.2972207997685505,,0.4595823513189234,0.236341199162076,0.3040764495190005,121.0,55.0,23.0,110.0,4.0,22.0
아파트,서울특별시 구로구 구로동 113-7번지,0,0,0,0,0,0,0,0,구로구,구로동,111925.0,0.0439222693768148,0.287076167076167,0.1435782890328344,0.3121733303551485,60012.0,0.523628607611811,0.2224721722322202,0.2538992201559688,312.0,128.0,105.0,278.0,18.0,54.0
아파트 및 부대복리시설,서울특별시 강남구 일원동 615-1번지,1,0,1,1,0,1,1,0,강남구,일원동,47442.0,0.0716453775135955,0.2269508030858733,0.1087222292483453,0.3165338729395894,18557.0,0.2714339602306407,0.2329579134558387,0.4956081263135205,26.0,23.0,22.0,44.0,4.0,2.0
"아파트, 입주민쉼터(휴게실)",서울특별시 구로구 오류동 150-42번지,0,0,0,0,0,1,0,0,구로구,오류동,42619.0,0.0465520073206785,0.2975668129238133,0.1436213895211056,0.30371430582604,21933.0,0.4863447772762504,0.235626681256554,0.2780285414671955,48.0,32.0,61.0,91.0,11.0,11.0
아현아이파크,서울특별시 마포구 아현동 802번지,0,1,1,1,0,1,0,0,마포구,아현동,28131.0,0.0844619814439586,0.2294977071558067,0.1221783797234367,0.3455262877252852,12786.0,0.3768966056624433,0.2472235257312685,0.3758798686062881,51.0,23.0,49.0,61.0,2.0,5.0
아현역 푸르지오,서울특별시 서대문구 북아현동 174번지,1,1,1,1,0,0,1,0,서대문구,북아현동,27110.0,0.0721136112135743,0.2481741054961269,0.1267797860568056,0.318148284765769,12552.0,0.400095602294455,0.2352613129381771,0.3646430847673677,16.0,7.0,18.0,27.0,4.0,3.0
앙시레이크타워,서울특별시 송파구 잠실동 305번지,0,1,0,0,1,0,0,0,송파구,잠실동,104680.0,0.0667367214367596,0.222774168895682,0.1202713030187237,0.315284677111196,42970.0,0.3256225273446591,0.2103327903188271,0.4640446823365138,148.0,54.0,138.0,166.0,11.0,10.0
애오개아이파크,서울특별시 마포구 아현동 780번지,0,0,0,0,1,0,0,0,마포구,아현동,28131.0,0.0844619814439586,0.2294977071558067,0.1221783797234367,0.3455262877252852,12786.0,0.3768966056624433,0.2472235257312685,0.3758798686062881,51.0,23.0,49.0,61.0,2.0,5.0
양원 금호어울림 포레스트,서울특별시 중랑구 망우동 블록,1,1,1,1,0,0,1,0,중랑구,망우동,53280.0,0.0602289789789789,0.3092905405405405,0.1154466966966967,0.2975225225225225,27021.0,0.4741867436438325,0.2365937604085711,0.2892194959475963,14.0,9.0,14.0,15.0,1.0,0.0
양재동 역세권 청년주택,서울특별시 서초구 양재동 산17-7번지,1,1,0,0,0,0,1,1,서초구,양재동,34799.0,0.0469266358228684,0.2433690623293772,0.1391131929078422,0.3504698410873875,17869.0,0.5044490458335665,0.2114276120655884,0.284123342100845,236.0,99.0,102.0,268.0,18.0,21.0
양재동(102번지)임대아파트,서울특별시 서초구 양재동 102번지,0,1,1,1,0,0,0,0,서초구,양재동,34799.0,0.0469266358228684,0.2433690623293772,0.1391131929078422,0.3504698410873875,17869.0,0.5044490458335665,0.2114276120655884,0.284123342100845,236.0,99.0,102.0,268.0,18.0,21.0
양재동(212번지)임대아파트,서울특별시 서초구 양재동 212번지,1,0,1,1,0,0,1,0,서초구,양재동,34799.0,0.0469266358228684,0.2433690623293772,0.1391131929078422,0.3504698410873875,17869.0,0.5044490458335665,0.2114276120655884,0.284123342100845,236.0,99.0,102.0,268.0,18.0,21.0
양재리본타워1단지,서울특별시 서초구 양재동 102번지,0,1,1,1,0,0,0,0,서초구,양재동,34799.0,0.0469266358228684,0.2433690623293772,0.1391131929078422,0.3504698410873875,17869.0,0.5044490458335665,0.2114276120655884,0.284123342100845,236.0,99.0,102.0,268.0,18.0,21.0
양재리본타워2단지,서울특별시 서초구 양재동 212번지,1,0,1,1,0,0,1,0,서초구,양재동,34799.0,0.0469266358228684,0.2433690623293772,0.1391131929078422,0.3504698410873875,17869.0,0.5044490458335665,0.2114276120655884,0.284123342100845,236.0,99.0,102.0,268.0,18.0,21.0
양재역세권2030청년주택(민간건축물),서울특별시 서초구 서초동 1365-8번지,0,0,0,0,0,0,0,0,서초구,서초동,104990.0,0.0632345937708353,0.2129345651966854,0.1359653300314315,0.3272692637394037,46673.0,0.4094658582049579,0.1912883251558717,0.3992458166391704,488.0,243.0,352.0,763.0,48.0,53.0
양지대림아파트,서울특별시 노원구 중계동 587-1번지,0,0,0,1,0,0,0,0,노원구,중계동,98963.0,0.0497458646160686,0.2518011782181219,0.1119105120095389,0.260824752685347,39889.0,0.2951440246684549,0.2319436436110205,0.4729123317205244,73.0,54.0,271.0,144.0,25.0,8.0
양천구 신정동 도시형생활주택(원룸형 아파트),서울특별시 양천구 신정동 119-2번지,0,0,0,0,0,0,0,0,양천구,신정동,169239.0,0.0563049888028173,0.2577420098204314,0.1171715739279953,0.2786355390896897,69277.0,0.3077356121079146,0.2324725377831026,0.4597918501089827,217.0,136.0,598.0,438.0,67.0,26.0
양천중앙하이츠,서울특별시 양천구 신정동 1314번지,0,0,1,1,0,0,0,0,양천구,신정동,169239.0,0.0563049888028173,0.2577420098204314,0.1171715739279953,0.2786355390896897,69277.0,0.3077356121079146,0.2324725377831026,0.4597918501089827,217.0,136.0,598.0,438.0,67.0,26.0
양평 유성빌라 가오주택정비사업,서울특별시 영등포구 양평동6가 84번지,1,0,0,0,0,0,1,0,영등포구,양평동6가,,0.0529698536468082,0.2973977912759866,0.1299525382609814,0.2972207997685505,,0.4595823513189234,0.236341199162076,0.3040764495190005,135.0,56.0,43.0,127.0,10.0,6.0
양평 제11구역 도시환경정비사업 아파트신축공사,서울특별시 영등포구 양평동1가 148-8번지,0,0,0,0,0,0,0,0,영등포구,양평동1가,,0.0529698536468082,0.2973977912759866,0.1299525382609814,0.2972207997685505,,0.4595823513189234,0.236341199162076,0.3040764495190005,135.0,56.0,43.0,127.0,10.0,6.0
양평동1차 태승훼미리 아파트,서울특별시 영등포구 양평동3가 103번지,0,0,1,0,0,0,0,0,영등포구,양평동3가,,0.0529698536468082,0.2973977912759866,0.1299525382609814,0.2972207997685505,,0.4595823513189234,0.236341199162076,0.3040764495190005,135.0,56.0,43.0,127.0,10.0,6.0
양평역 미소지움,서울특별시 영등포구 양평동3가 29-1번지,0,0,1,0,0,1,0,0,영등포구,양평동3가,,0.0529698536468082,0.2973977912759866,0.1299525382609814,0.2972207997685505,,0.4595823513189234,0.236341199162076,0.3040764495190005,135.0,56.0,43.0,127.0,10.0,6.0
양평제12구역 도시환경정비사업 공동주택,서울특별시 영등포구 양평동1가 265-1번지,0,1,1,1,0,0,0,0,영등포구,양평동1가,,0.0529698536468082,0.2973977912759866,0.1299525382609814,0.2972207997685505,,0.4595823513189234,0.236341199162076,0.3040764495190005,135.0,56.0,43.0,127.0,10.0,6.0
