건물명,대지위치,운동시설,교육_학습시설,키즈시설,시니어시설,공유오피스_회의,라운지_휴게,사우나_목욕,편의_생활시설,구,동,총인구수,ratio_child,ratio_elderly,ratio_young,ratio_middle,전체세대,ratio_1person,ratio_2person,ratio_3plus
구립 약수경로당 행복주택 복합시설,서울특별시 동작구 상도동 211-438번지,0,0,0,1,0,0,0,0,동작구,상도동,113277.0,0.04933040246475454,0.26807736786814623,0.16423457542131237,0.29475533426909256,55832.0,0.461258776328987,0.2232411520275111,0.3155000716435019
구의동 청년주택,서울특별시 광진구 구의동 246-10번지,1,1,0,0,0,0,1,1,광진구,구의동,75353.0,0.04624898809602803,0.25034172494791185,0.15472509389141773,0.311971653417913,36702.0,0.4548525965887418,0.22197700397798484,0.3231703994332734
군관사(공릉) 위탁개발사업 공공주택 건설사업,서울특별시 노원구 공릉동 240-1번지,1,1,1,1,0,1,1,0,노원구,공릉동,76533.0,0.05267009002652451,0.25396887617106345,0.17559745469274693,0.279722472658853,36602.0,0.44989344844544016,0.21168242172558877,0.3384241298289711
군인아파트,서울특별시 송파구 장지동 블록,0,1,1,1,0,0,0,0,송파구,장지동,42601.0,0.10607732212858853,0.19943193821741273,0.09269735452219431,0.3307199361517335,15094.0,0.16516496621173976,0.2527494368623294,0.5820855969259309
궁동 에스하임,서울특별시 구로구 궁동 192-7번지,0,1,1,0,0,1,0,0,구로구,궁동,13757.0,0.0447772043323399,0.32805117394780836,0.11703132950497928,0.2600857745147925,6231.0,0.36334456748515487,0.27908842882362384,0.3575670036912213
그린나래,서울특별시 구로구 오류동 118-43번지,0,0,0,0,0,0,0,0,구로구,오류동,42619.0,0.04655200732067857,0.2975668129238133,0.14362138952110562,0.30371430582604003,21933.0,0.4863447772762504,0.23562668125655406,0.2780285414671955
그린씨티아파트,서울특별시 강서구 내발산동 716-16번지,0,0,0,0,1,0,0,0,강서구,내발산동,44212.0,0.061272957568081064,0.2298018637473989,0.11904007961639373,0.2850809734913598,17154.0,0.25323539699195524,0.2428588084411799,0.5039057945668649
금강 아미움 아파트,서울특별시 동대문구 장안동 574번지,0,0,0,0,0,0,0,0,동대문구,장안동,69578.0,0.06247664491649659,0.26814510333726177,0.11944867630572882,0.31962689355830864,32968.0,0.42762678961417133,0.23252851249696677,0.3398446978888619
금강리버파크 도시형생활주택(단지형다세대주택),서울특별시 중랑구 묵동 242-51번지,0,0,0,0,0,0,0,0,중랑구,묵동,51033.0,0.04538239962377285,0.29439774263711715,0.13211059510512804,0.28605020280994653,24094.0,0.4155806424836059,0.2518884369552586,0.33253092056113553
금강아파트,서울특별시 구로구 오류동 343번지,0,0,0,0,0,0,0,0,구로구,오류동,42619.0,0.04655200732067857,0.2975668129238133,0.14362138952110562,0.30371430582604003,21933.0,0.4863447772762504,0.23562668125655406,0.2780285414671955
금광포란재아파트,서울특별시 도봉구 방학동 714-1번지,0,0,0,0,1,0,0,0,도봉구,방학동,70755.0,0.042074765034273195,0.34708501165995337,0.11172355310578758,0.24036463854144582,31916.0,0.3689058779295651,0.2638801854869031,0.3672139365835318
금오상운 도시형생활주택(단지형연립주택),서울특별시 도봉구 도봉동 597-55번지,0,0,0,0,0,0,0,0,도봉구,도봉동,45301.0,0.04143396393015607,0.40007946844440523,0.09975497229641729,0.24317343987991435,22098.0,0.4149696805140737,0.2817449542945063,0.30328536519142
금천에듀포레 아파트(가칭),서울특별시 금천구 시흥동 1004번지,0,0,0,0,0,0,0,0,금천구,시흥동,97978.0,0.0409275551654453,0.3422196819694217,0.11451550348037315,0.25746596174651454,47161.0,0.42170437437713365,0.2614660418566188,0.31682958376624754
금하뜨라네아파트,서울특별시 양천구 신월동 142-14번지,0,0,1,1,0,0,0,0,양천구,신월동,115824.0,0.05131924298936317,0.32121149330017956,0.10931240502831883,0.27818932172952066,53742.0,0.3931747981094861,0.2591083324029623,0.34771686948755165
길음 뉴타운 11단지 롯데캐슬 골든힐스,서울특별시 성북구 정릉동 192-71번지,1,1,1,1,0,1,1,0,성북구,정릉동,75935.0,0.04648712714821887,0.30271943109238164,0.1499967077105419,0.2585237374069928,35361.0,0.41130058539068465,0.24456321936596817,0.3441361952433472
길음4재정비촉진구역 주택재개발,서울특별시 성북구 정릉동 170-1번지,1,0,1,1,0,0,1,0,성북구,정릉동,75935.0,0.04648712714821887,0.30271943109238164,0.1499967077105419,0.2585237374069928,35361.0,0.41130058539068465,0.24456321936596817,0.3441361952433472
길음7구역 두산위브아파트,서울특별시 성북구 길음동 1285번지,0,1,1,1,0,1,0,0,성북구,길음동,54703.0,0.08674112937133246,0.20437635961464637,0.10081713982779737,0.31034860976546075,20368.0,0.2235369206598586,0.22299685781618225,0.5534662215239592
길음동 성우스타팰리스,서울특별시 성북구 길음동 1175번지,0,0,0,0,0,0,0,0,성북구,길음동,54703.0,0.08674112937133246,0.20437635961464637,0.10081713982779737,0.31034860976546075,20368.0,0.2235369206598586,0.22299685781618225,0.5534662215239592
길음시장 정비사업,서울특별시 성북구 길음동 535-8번지,1,1,1,1,0,0,1,0,성북구,길음동,54703.0,0.08674112937133246,0.20437635961464637,0.10081713982779737,0.31034860976546075,20368.0,0.2235369206598586,0.22299685781618225,0.5534662215239592
길음역 금호어울림 센터힐,서울특별시 성북구 돈암동 13-7번지,0,1,1,1,0,0,0,0,성북구,돈암동,37572.0,0.05823485574363888,0.2739273927392739,0.11966357926115193,0.27057383157670606,14870.0,0.26281102891728314,0.2551445864156019,0.482044384667115
길음역 롯데캐슬 트윈골드,서울특별시 성북구 길음동 542-1번지,1,1,1,1,0,0,1,0,성북구,길음동,54703.0,0.08674112937133246,0.20437635961464637,0.10081713982779737,0.31034860976546075,20368.0,0.2235369206598586,0.22299685781618225,0.5534662215239592
길훈아파트,서울특별시 구로구 개봉동 312-38번지,0,0,1,1,0,1,0,0,구로구,개봉동,81213.0,0.05196212429044611,0.3299841158435226,0.10924359400588576,0.27999211948825925,35932.0,0.33479906490036737,0.2854836914171212,0.3797172436825114
까치산공원 주택재건축아파트,서울특별시 관악구 봉천동 100-2번지,0,1,1,1,0,0,0,0,관악구,봉천동,218346.0,0.03638720196385553,0.24119974719023934,0.22233061288047412,0.31205975836516353,127594.0,0.6105381130774175,0.1829474740191545,0.20651441290342806
까치산공원아파트,서울특별시 관악구 봉천동 100-2번지,0,0,0,0,1,0,0,0,관악구,봉천동,218346.0,0.03638720196385553,0.24119974719023934,0.22233061288047412,0.31205975836516353,127594.0,0.6105381130774175,0.1829474740191545,0.20651441290342806
꿈의 숲 해링턴 플레이스 아파트,서울특별시 강북구 미아동 3-19번지,1,0,1,1,0,0,1,0,강북구,미아동,125075.0,0.043198081151309214,0.31711373176094343,0.12515690585648612,0.26098740755546673,60812.0,0.4423469052160758,0.24082417943826875,0.31682891534565544
꿈의숲 SK VIEW,서울특별시 노원구 월계동 531번지,1,1,1,1,0,0,1,1,노원구,월계동,73405.0,0.04994210203664601,0.3268305973707513,0.12444656358558681,0.266507731080989,34531.0,0.3994961049491761,0.2624308592279401,0.3380730358228838
꿈의숲 푸르지오,서울특별시 성북구 하월곡동 산2-11번지,1,1,1,1,0,0,1,0,성북구,하월곡동,37942.0,0.05555848400189763,0.27507775025038217,0.13383585472563386,0.27787148806072426,17169.0,0.3957132040305201,0.23111421748500205,0.3731725784844778
꿈의숲대명루첸아파트,서울특별시 성북구 장위동 317번지,1,1,1,1,0,1,1,0,성북구,장위동,50916.0,0.06206300573493597,0.28488098043836907,0.12554010527142745,0.28490062063005733,23550.0,0.3963906581740977,0.2481104033970276,0.35549893842887476
꿈의숲아이파크,서울특별시 성북구 장위동 323번지,1,1,1,1,1,0,1,0,성북구,장위동,50916.0,0.06206300573493597,0.28488098043836907,0.12554010527142745,0.28490062063005733,23550.0,0.3963906581740977,0.2481104033970276,0.35549893842887476
나인원 한남,서울특별시 용산구 한남동 680-1번지,0,1,1,1,0,0,0,0,용산구,한남동,13545.0,0.06452565522332965,0.2548541897379107,0.10933923957179771,0.3503137689184201,7160.0,0.5001396648044693,0.22136871508379888,0.27849162011173184
남구로역세권 공공임대주택,서울특별시 구로구 구로동 715-24번지,1,0,1,1,0,0,1,0,구로구,구로동,111925.0,0.04392226937681483,0.28707616707616707,0.14357828903283448,0.31217333035514855,60012.0,0.523628607611811,0.2224721722322202,0.25389922015596883
남산 롯데캐슬,서울특별시 중구 회현동1가 37-6번지,0,0,0,1,0,0,0,0,중구,회현동1가,,0.04741384865155486,0.23813573211914413,0.13645773727076638,0.39812271321923715,,0.5322412418381118,0.24626272542385416,0.22149603273803406
남서울힐스테이트,서울특별시 금천구 시흥동 789번지,0,1,1,1,0,1,0,0,금천구,시흥동,97978.0,0.0409275551654453,0.3422196819694217,0.11451550348037315,0.25746596174651454,47161.0,0.42170437437713365,0.2614660418566188,0.31682958376624754
남성아파트 주택재건축정비사업,서울특별시 영등포구 문래동2가 35번지,1,1,1,1,0,0,1,0,영등포구,문래동2가,,0.05296985364680829,0.2973977912759866,0.12995253826098144,0.29722079976855054,,0.45958235131892344,0.23634119916207605,0.3040764495190005
노들역세권 공공임대주택 건립사업,서울특별시 동작구 본동 402-1번지,0,1,1,1,0,0,0,0,동작구,본동,10563.0,0.05746473539714096,0.29139449020164726,0.11388809997159897,0.32443434630313356,4960.0,0.39818548387096775,0.2683467741935484,0.3334677419354839
노량진 56-1번지 역세권 청년주택,서울특별시 동작구 노량진동 56-1번지,1,1,1,0,0,0,1,1,동작구,노량진동,29729.0,0.032762622355275994,0.2677520266406539,0.21386524941975849,0.30973123885768106,18373.0,0.6548739998911446,0.1651880476786589,0.17993795243019647
노량진 본동 주거복합,서울특별시 동작구 본동 441번지,0,1,1,1,0,0,0,0,동작구,본동,10563.0,0.05746473539714096,0.29139449020164726,0.11388809997159897,0.32443434630313356,4960.0,0.39818548387096775,0.2683467741935484,0.3334677419354839
노량진 쌍용 예가,서울특별시 동작구 노량진동 122-37번지,0,0,1,1,0,0,0,0,동작구,노량진동,29729.0,0.032762622355275994,0.2677520266406539,0.21386524941975849,0.30973123885768106,18373.0,0.6548739998911446,0.1651880476786589,0.17993795243019647
노량진1재정비촉진구역주택재개발정비사업,서울특별시 동작구 노량진동 278-2번지,0,1,1,0,0,0,0,0,동작구,노량진동,29729.0,0.032762622355275994,0.2677520266406539,0.21386524941975849,0.30973123885768106,18373.0,0.6548739998911446,0.1651880476786589,0.17993795243019647
노량진2재정비촉진주상복합,서울특별시 동작구 노량진동 312-75번지,1,1,1,1,0,1,1,0,동작구,노량진동,29729.0,0.032762622355275994,0.2677520266406539,0.21386524941975849,0.30973123885768106,18373.0,0.6548739998911446,0.1651880476786589,0.17993795243019647
노량진4재정비촉진구역 주택재개발정비사업,서울특별시 동작구 노량진동 227-5번지,0,1,1,1,0,0,0,0,동작구,노량진동,29729.0,0.032762622355275994,0.2677520266406539,0.21386524941975849,0.30973123885768106,18373.0,0.6548739998911446,0.1651880476786589,0.17993795243019647
노량진5구역 주택재개발정비사업 신축공사,서울특별시 동작구 노량진동 270-3번지,0,0,1,1,0,0,0,0,동작구,노량진동,29729.0,0.032762622355275994,0.2677520266406539,0.21386524941975849,0.30973123885768106,18373.0,0.6548739998911446,0.1651880476786589,0.17993795243019647
노량진6재정비촉진구역 주택재개발아파트,서울특별시 동작구 노량진동 294-220번지,1,0,1,1,0,0,1,0,동작구,노량진동,29729.0,0.032762622355275994,0.2677520266406539,0.21386524941975849,0.30973123885768106,18373.0,0.6548739998911446,0.1651880476786589,0.17993795243019647
노량진8재정비촉진구역주택재개발정비사업,서울특별시 동작구 대방동 23-61번지,1,1,1,1,0,0,1,0,동작구,대방동,34785.0,0.04122466580422596,0.23536006899525658,0.16515739542906424,0.29535719419289924,16526.0,0.46199927387147527,0.1941788696599298,0.3438218564685949
노량진동 117-2번지 일원 청년안심주택,서울특별시 동작구 노량진동 117-2번지,0,0,0,0,0,0,0,0,동작구,노량진동,29729.0,0.032762622355275994,0.2677520266406539,0.21386524941975849,0.30973123885768106,18373.0,0.6548739998911446,0.1651880476786589,0.17993795243019647
노량진동 117-2일원 역세권 청년주택,서울특별시 동작구 노량진동 117-2번지,0,0,0,0,0,0,0,0,동작구,노량진동,29729.0,0.032762622355275994,0.2677520266406539,0.21386524941975849,0.30973123885768106,18373.0,0.6548739998911446,0.1651880476786589,0.17993795243019647
노블에비뉴,서울특별시 마포구 성산동 262-1번지,0,0,0,0,0,0,0,0,마포구,성산동,47002.0,0.03897706480575295,0.24030892302455215,0.17333304965746138,0.33485809114505766,25485.0,0.5327055130468903,0.22009024916617617,0.24720423778693348
노원 에너지제로 주택,서울특별시 노원구 하계동 251-9번지,0,0,0,1,1,1,0,0,노원구,하계동,46429.0,0.04191345926037606,0.2719851816752461,0.15094014516789075,0.24422236102435976,20393.0,0.37669788652969155,0.21796694944343648,0.405335164026872
노원구 상계동 역세권 청년주택,서울특별시 노원구 상계동 1049-71번지,0,1,0,0,0,1,0,1,노원구,상계동,193642.0,0.051156257423492835,0.29381022712014954,0.12056268784664484,0.2783125561603371,86328.0,0.35172829209526457,0.26686590677416366,0.38140580113057176
녹번역 e편한세상 캐슬,서울특별시 은평구 응암동 36번지,1,1,1,1,0,0,1,0,은평구,응암동,81966.0,0.06290413098113852,0.2693311861015543,0.11719493448503038,0.31538686772564234,38604.0,0.4129105792145892,0.24634752875349705,0.3407418920319138
녹번역센트레빌,서울특별시 은평구 응암동 171-1번지,1,1,1,1,1,1,1,0,은평구,응암동,81966.0,0.06290413098113852,0.2693311861015543,0.11719493448503038,0.31538686772564234,38604.0,0.4129105792145892,0.24634752875349705,0.3407418920319138
녹천역 두산위브,서울특별시 노원구 월계동 950번지,0,0,1,0,0,0,0,0,노원구,월계동,73405.0,0.04994210203664601,0.3268305973707513,0.12444656358558681,0.266507731080989,34531.0,0.3994961049491761,0.2624308592279401,0.3380730358228838
논현 아이파크,서울특별시 강남구 논현동 225-6번지,0,0,0,0,0,0,0,0,강남구,논현동,39937.0,0.03252622881037634,0.21223426897363348,0.16350752435085258,0.401181861431755,24677.0,0.6405965068687441,0.17510232200024314,0.1843011711310127
논현동 114 주상복합,서울특별시 강남구 논현동 114번지,0,0,0,0,0,0,0,0,강남구,논현동,39937.0,0.03252622881037634,0.21223426897363348,0.16350752435085258,0.401181861431755,24677.0,0.6405965068687441,0.17510232200024314,0.1843011711310127
다다름하우스2,서울특별시 은평구 구산동 202-18번지,0,0,0,0,0,0,0,0,은평구,구산동,30869.0,0.03663869901843273,0.31455505523340566,0.1293530726618938,0.2590624898765752,13499.0,0.3692125342617972,0.26372323875842657,0.36706422697977625
다숲,서울특별시 관악구 신림동 1740번지,0,0,0,0,1,0,0,0,관악구,신림동,238645.0,0.02680131576190576,0.2587567307087934,0.21520668775796686,0.31297533994007837,148459.0,0.6514795330697364,0.17693774038623458,0.17158272654402898
다울숲,서울특별시 구로구 구로동 1286번지,0,0,1,0,0,0,0,0,구로구,구로동,111925.0,0.04392226937681483,0.28707616707616707,0.14357828903283448,0.31217333035514855,60012.0,0.523628607611811,0.2224721722322202,0.25389922015596883
다원리치타운,서울특별시 구로구 오류동 358번지,0,0,0,0,0,0,0,0,구로구,오류동,42619.0,0.04655200732067857,0.2975668129238133,0.14362138952110562,0.30371430582604003,21933.0,0.4863447772762504,0.23562668125655406,0.2780285414671955
답십리제14구역 주택재개발정비사업,서울특별시 동대문구 답십리동 25번지,1,1,1,1,0,1,1,0,동대문구,답십리동,54592.0,0.06662148300117234,0.2739412368112544,0.12271028722157093,0.3188379249706917,25383.0,0.40180435724697633,0.2447701217350195,0.3534255210180042
당산계룡리슈빌1단지,서울특별시 영등포구 당산동3가 564번지,0,0,0,0,0,0,0,0,영등포구,당산동3가,,0.05296985364680829,0.2973977912759866,0.12995253826098144,0.29722079976855054,,0.45958235131892344,0.23634119916207605,0.3040764495190005
당산계룡리슈빌3단지,서울특별시 영등포구 당산동3가 565번지,1,1,1,0,0,1,1,0,영등포구,당산동3가,,0.05296985364680829,0.2973977912759866,0.12995253826098144,0.29722079976855054,,0.45958235131892344,0.23634119916207605,0.3040764495190005
당산동 삼익플라주아파트,서울특별시 영등포구 당산동4가 74번지,0,0,1,0,0,0,0,0,영등포구,당산동4가,,0.05296985364680829,0.2973977912759866,0.12995253826098144,0.29722079976855054,,0.45958235131892344,0.23634119916207605,0.3040764495190005
당산동2가 청년주택,서울특별시 영등포구 당산동2가 45-5번지,0,0,1,0,0,0,0,0,영등포구,당산동2가,,0.05296985364680829,0.2973977912759866,0.12995253826098144,0.29722079976855054,,0.45958235131892344,0.23634119916207605,0.3040764495190005
당산센트럴아이파크,서울특별시 영등포구 당산동5가 43번지,0,0,0,0,0,1,0,0,영등포구,당산동5가,,0.05296985364680829,0.2973977912759866,0.12995253826098144,0.29722079976855054,,0.45958235131892344,0.23634119916207605,0.3040764495190005
대농연립주택재건축아파트,서울특별시 중랑구 중화동 208-21번지,0,0,1,1,0,0,0,0,중랑구,중화동,41481.0,0.03804151298184711,0.3353101419927196,0.12453894554133217,0.28567295870398496,22280.0,0.5043985637342908,0.2495511669658887,0.24605026929982046
