건물명,대지위치,운동시설,교육_학습시설,키즈시설,시니어시설,공유오피스_회의,라운지_휴게,사우나_목욕,편의_생활시설,기타미분류
연희파크푸르지오,서울특별시 서대문구 연희동 711-2번지,0,0,1,1,0,1,0,0,1
염창동 강변 월드메르디앙 아파트,서울특별시 강서구 염창동 240-1번지,0,0,0,0,1,0,0,0,0
염창힐스테이트,서울특별시 강서구 염창동 306번지,0,0,1,0,0,0,0,0,0
영등포 1-11,서울특별시 영등포구 영등포동5가 30번지,1,1,1,1,0,1,1,0,1
영등포 중흥에스클래스,서울특별시 영등포구 양평동1가 247번지,0,0,0,1,1,0,0,0,1
영등포1-13 도시환경정비사업,서울특별시 영등포구 영등포동5가 32-8번지,0,1,1,1,0,0,0,0,0
영등포1-4 도시환경정비사업 주상복합 신축공사,서울특별시 영등포구 영등포동7가 145-8번지,1,1,1,1,0,1,1,0,1
영등포6가 도시형생활주택,서울특별시 영등포구 영등포동6가 7번지,0,0,0,0,0,0,0,0,1
영등포구 당산4가 당산현대2차아파트 소규모재건축 정비사업,서울특별시 영등포구 당산동4가 92번지,1,0,1,1,0,0,1,0,1
영풍빌라 가로주택정비사업,서울특별시 송파구 거여동 136-49번지,0,0,0,0,1,0,0,0,0
예술인주택,서울특별시 강북구 수유동 567-9번지,0,0,0,0,0,0,0,0,1
오금동 147일원 가로주택정비사업,서울특별시 송파구 오금동 147번지,0,0,0,0,0,0,0,1,1
오금동143일원 가로주택정비사업,서울특별시 송파구 오금동 143-1번지,0,0,0,0,0,0,0,1,1
오류동 포레스토힐Ⅱ,서울특별시 구로구 오류동 283-1번지,0,0,0,0,0,0,0,0,1
오류동 행복주택 건설사업,서울특별시 구로구 오류동 61-1번지,0,0,1,0,0,0,0,0,0
오류동현대연립재건축정비사업,서울특별시 구로구 오류동 156-15번지,0,0,1,1,0,0,0,0,1
옥수 어울림,서울특별시 성동구 옥수동 560번지,0,0,1,1,0,0,0,0,1
온누리 더 메디치 아파트,서울특별시 구로구 오류동 245-4번지,0,0,0,0,0,0,0,0,1
온수역 역세권활성화 사업 A부지,서울특별시 구로구 오류동 블록,1,1,1,1,1,1,1,0,0
온수역 역세권활성화 사업 B부지,서울특별시 구로구 오류동 블록,1,1,1,1,0,1,1,0,0
온수역 청년안심주택 신축공사,서울특별시 구로구 오류동 108-105번지,0,0,0,0,0,0,0,0,1
온수연립주택아파트재건축공사,서울특별시 구로구 온수동 125번지,0,0,0,0,0,0,0,0,1
왕십리KCC스위첸,서울특별시 성동구 하왕십리동 1002번지,0,0,1,1,0,0,0,0,0
왕십리뉴타운1구역 텐즈힐,서울특별시 성동구 하왕십리동 339-67번지,0,0,1,1,0,0,0,0,1
용답동 역세권 청년주택,서울특별시 성동구 용답동 231번지,1,1,1,0,0,0,1,0,1
용답동주택재개발정비사업 아파트,서울특별시 성동구 용답동 108-1번지,1,1,1,1,0,0,1,0,1
용두 두산위브,서울특별시 동대문구 용두동 791번지,0,0,1,1,0,0,0,0,1
용마산 모아엘가 파크포레,서울특별시 중랑구 면목동 55-14번지,1,0,1,1,0,0,1,0,0
용마산하늘채,서울특별시 중랑구 면목동 1447번지,1,0,1,1,0,0,1,0,0
용산 더프라임,서울특별시 용산구 원효로1가 41-1번지,0,0,1,1,0,0,0,0,1
용산 데시앙 포레,서울특별시 용산구 효창동 3-250번지,1,1,1,1,0,0,1,0,0
용산 원효 루미니,서울특별시 용산구 원효로1가 134번지,1,1,1,0,0,0,1,0,1
용산푸르지오파크타운,서울특별시 용산구 동빙고동 315번지,1,1,1,1,0,0,1,0,1
우남퍼스트빌더센트럴,서울특별시 구로구 항동 블록,1,1,1,1,0,0,1,0,0
우디안4단지,서울특별시 중랑구 신내동 831번지,1,1,1,0,0,0,1,0,0
우리유앤미아파트,서울특별시 서대문구 충정로3가 466번지,0,0,1,1,0,0,0,0,0
우석연립 소규모재건축사업,서울특별시 마포구 용강동 39-1번지,1,0,0,0,0,0,1,0,1
우성2차아파트,서울특별시 강남구 대치동 985번지,0,1,1,1,0,0,0,0,1
우장산 동문디이스트,서울특별시 강서구 내발산동 716-20번지,0,1,0,1,0,1,0,0,0
우장산 신일해피트리,서울특별시 강서구 내발산동 712-5번지,0,1,0,1,0,0,0,0,1
우장산 에스케이 뷰,서울특별시 강서구 화곡동 1158번지,0,0,0,0,0,0,0,0,1
우장산숲아이파크,서울특별시 강서구 화곡동 1173번지,1,1,1,1,0,1,1,0,1
워커힐푸르지오,서울특별시 광진구 광장동 148-4번지,0,0,0,1,0,0,0,0,1
원에디션 강남,서울특별시 강남구 역삼동 653-4번지,0,0,0,0,0,1,0,0,0
원효로1가 역세권 청년주택,서울특별시 용산구 원효로1가 104번지,1,1,1,0,0,0,1,0,1
"월계1,2단지주공아파트",서울특별시 노원구 월계동 556번지,0,0,0,1,0,0,0,0,0
월계동 주택재건축정비사업,서울특별시 노원구 월계동 487-17번지,0,1,1,1,0,0,0,0,1
월계동신아파트 주택재건축정비사업,서울특별시 노원구 월계동 436번지,1,1,1,1,0,0,1,1,0
월계센트럴아이파크,서울특별시 노원구 월계동 951번지,0,1,0,1,0,0,0,0,0
월곡제3동사무소,서울특별시 성북구 하월곡동 225-7번지,0,0,0,0,1,0,0,0,0
위례 포레샤인 13단지,서울특별시 송파구 거여동 599번지,1,1,1,1,0,1,1,0,1
위례 포레샤인 15단지,서울특별시 송파구 거여동 606번지,1,1,1,1,0,0,1,0,1
위례 포레샤인 17단지,서울특별시 송파구 거여동 651번지,1,1,1,1,1,1,1,0,1
위례 포레샤인18단지,서울특별시 송파구 거여동 648번지,0,1,1,1,1,0,0,0,1
위례2차아이파크,서울특별시 송파구 장지동 884번지,0,1,1,1,0,0,0,0,1
위례신도시 송파푸르지오,서울특별시 송파구 장지동 878번지,1,1,1,1,0,0,1,0,1
위례아이파크,서울특별시 송파구 장지동 894번지,0,1,1,0,0,0,0,0,1
유니트125,서울특별시 동대문구 장안동 418-1번지,0,0,0,0,0,0,0,0,1
유니트로,서울특별시 강서구 방화동 847번지,0,0,0,0,0,0,0,0,1
유엔사 부지 복합개발사업 신축공사,서울특별시 용산구 이태원동 22-34번지,0,0,1,1,0,0,0,0,0
유원제일1차아파트 주택재건축정비사업,서울특별시 영등포구 당산동4가 91번지,1,1,1,1,0,0,1,0,1
유원제일2차아파트재건축정비,서울특별시 영등포구 당산동5가 7-2번지,1,1,1,1,0,1,1,0,1
율현리엔파크,서울특별시 강남구 율현동 167번지,0,0,0,0,0,0,0,0,1
은뜨락,서울특별시 은평구 진관동 235-28번지,0,1,1,1,0,0,0,0,1
은성마을 승윤노블리안,서울특별시 양천구 신월동 15-2번지,0,0,1,0,0,0,0,0,0
은평 뉴타운 중심상업지 복합개발 PF사업,서울특별시 은평구 진관동 79-15번지,0,1,1,1,0,0,0,0,1
은평 서해그랑블,서울특별시 은평구 구산동 307-1번지,1,0,1,0,0,0,1,0,0
은평 스카이뷰 자이,서울특별시 은평구 진관동 블록,1,1,1,1,1,1,1,0,0
은평구 신사동 아파트,서울특별시 은평구 신사동 291-1번지,0,0,0,0,1,0,0,0,0
은평구 응암3 주택재건축 정비사업,서울특별시 은평구 응암동 626-53번지,1,1,1,1,0,0,1,0,1
은평뉴타운 구파발,서울특별시 은평구 진관동 22번지,0,1,1,1,0,0,0,0,1
은평뉴타운 상림골,서울특별시 은평구 진관동 14번지,1,0,1,1,1,0,1,0,1
은평뉴타운 상림마을,서울특별시 은평구 진관동 6번지,0,0,1,1,1,0,0,0,1
은평뉴타운 제각말,서울특별시 은평구 진관동 92번지,0,1,1,1,0,0,0,0,1
은평뉴타운3지구 A공구아파트(3-1블럭),서울특별시 은평구 진관동 블록,0,0,0,0,0,0,0,0,1
은평뉴타운3지구 A공구아파트(3-4블럭),서울특별시 은평구 진관동 블록,0,0,0,0,0,0,0,0,1
은평뉴타운3지구 A공구아파트(3-5블럭),서울특별시 은평구 진관동 블록,0,0,0,0,0,0,0,0,1
은평뉴타운3지구 B공구 아파트(3-2블럭),서울특별시 은평구 진관동 블록,0,0,0,0,0,0,0,0,1
은평뉴타운3지구B공구 아파트 (3-3블럭),서울특별시 은평구 진관동 블록,0,1,1,1,0,0,0,0,1
은평뉴타운3지구C공구아파트(2-9블럭),서울특별시 은평구 진관동 블록,0,0,1,0,0,0,0,0,0
은평신사두산위브아파트,서울특별시 은평구 신사동 291-1번지,0,0,0,0,1,0,0,0,0
은평지웰 테라스,서울특별시 은평구 진관동 16-29번지,0,0,0,0,0,0,0,0,1
응봉1구역 주택재건축 정비사업 신축공사,서울특별시 성동구 응봉동 193-162번지,1,1,1,1,0,0,1,0,1
응암 제11구역 주택재개발 정비사업,서울특별시 은평구 응암동 455-25번지,1,1,1,1,0,0,1,0,1
응암역 효성해링턴플레이스,서울특별시 은평구 신사동 19-190번지,0,0,1,1,0,0,0,0,0
응암제2구역 재개발아파트,서울특별시 은평구 응암동 36번지,1,1,1,1,1,0,1,0,1
이너스 양화아파트 6차,서울특별시 강서구 염창동 250-3번지,0,0,0,0,0,0,0,0,1
이너스내안에 301동,서울특별시 강서구 염창동 244-18번지,0,0,1,0,0,0,0,0,0
이너스내안에아파트,서울특별시 강북구 미아동 163-3번지,0,0,0,0,1,0,0,0,0
이든채,서울특별시 양천구 신정동 1320-8번지,0,0,1,1,0,0,0,0,1
이랜드PEER북가좌아파트,서울특별시 서대문구 북가좌동 333-1번지,1,0,1,0,1,0,1,0,1
이문 아이파크 자이 1단지,서울특별시 동대문구 이문동 149-8번지,0,1,1,1,0,0,0,1,1
이문 아이파크 자이 2단지,서울특별시 동대문구 이문동 149-8번지,0,1,1,1,0,0,0,1,1
이문/삼성아파트,서울특별시 동대문구 이문동 264-180번지,0,0,0,0,1,0,0,0,0
이문3재정비촉진구역주택재개발정비사업3단지,서울특별시 동대문구 이문동 149-8번지,1,1,1,1,1,1,1,1,1
이문4재정비촉진구역 주택재개발,서울특별시 동대문구 이문동 86-1번지,1,1,1,1,0,0,1,0,1
이문동 대성 유니드 아파트,서울특별시 동대문구 이문동 46-1번지,0,0,1,0,0,0,0,0,1
이문휘경 지웰에스테이트,서울특별시 동대문구 휘경동 377번지,0,0,0,0,0,0,0,0,1
이수 스위첸 포레힐즈,서울특별시 동작구 동작동 102번지,0,0,1,1,0,0,0,0,0
이수 푸르지오 더 프레티움,서울특별시 동작구 사당동 42번지,1,1,1,1,0,0,1,0,1
이수힐스테이트,서울특별시 동작구 동작동 333번지,1,0,1,1,0,0,1,0,1
이스트폴,서울특별시 광진구 자양동 680-63번지,0,1,1,1,0,0,0,0,1
이안테라디움성북,서울특별시 성북구 정릉동 868번지,0,0,0,0,0,0,0,0,1
이촌동현대아파트,서울특별시 용산구 이촌동 301-160번지,1,1,1,1,1,1,1,1,1
이촌두산위브트레지움,서울특별시 용산구 이촌동 301-155번지,0,0,1,0,0,0,0,0,1
이튼타워리버5차,서울특별시 광진구 자양동 856번지,1,0,1,1,0,0,1,0,1
이편한세상금호파크힐스,서울특별시 성동구 금호동1가 184-5번지,1,1,1,1,0,0,1,0,1
이편한세상옥수파크힐스1단지,서울특별시 성동구 옥수동 528번지,0,0,0,0,0,0,0,0,1
인암빌,서울특별시 성동구 사근동 210-4번지,0,0,0,0,0,0,0,0,1
일성트루엘 아파트,서울특별시 강서구 방화동 191-3번지,0,0,1,1,1,0,0,0,1
일신건영휴먼빌아파트작은도서관,서울특별시 성북구 돈암동 524번지,0,1,0,0,0,0,0,0,0
자곡포레,서울특별시 강남구 율현동 블록,1,1,1,1,0,0,1,0,1
자양 호반써밋,서울특별시 광진구 자양동 861번지,1,1,1,1,0,0,1,0,1
자양1재정비촉진구역 1-2획지 행복주택,서울특별시 광진구 자양동 680-63번지,0,1,1,1,0,0,0,0,1
자양동 796번지 공동주택,서울특별시 광진구 자양동 796번지,0,0,0,0,1,1,0,1,1
자양동 현대한창 가로주택정비사업,서울특별시 광진구 자양동 694-2번지,0,0,0,0,0,0,0,0,1
자현유하우스,서울특별시 서초구 방배동 940-4번지,0,0,0,0,1,0,0,0,0
잠실 르엘,서울특별시 송파구 신천동 17-6번지,1,1,1,1,0,1,1,0,1
잠실4단지 재건축아파트,서울특별시 송파구 잠실동 44번지,0,0,0,0,1,0,0,0,0
잠실더샵루벤,서울특별시 송파구 송파동 171번지,0,1,1,1,0,1,0,0,0
잠실올림픽공원 IPARK,서울특별시 송파구 풍납동 388-7번지,1,1,1,1,0,1,1,0,0
잠실우성4차 재건축사업,서울특별시 송파구 잠실동 320번지,1,0,1,1,0,0,1,0,1
장수마을아파트,서울특별시 양천구 신월동 1037번지,0,0,1,0,0,0,0,0,1
장승배기역지역주택조합아파트,서울특별시 동작구 상도동 363-10번지,1,1,1,1,1,0,1,0,1
장안동 마루하우스,서울특별시 동대문구 장안동 94-27번지,1,0,0,0,0,0,1,0,0
장안동 일성트루엘,서울특별시 동대문구 장안동 425-1번지,0,0,1,1,0,0,0,0,0
장위 제2구역 주택재개발아파트,서울특별시 성북구 장위동 290-9번지,1,1,1,1,0,0,1,0,1
장위10구역 주택재개발 정비사업 신축공사,서울특별시 성북구 장위동 68-37번지,1,1,1,1,0,1,1,0,1
장위11-1구역 가로주택정비사업 공동주택(아파트) 신축공사,서울특별시 성북구 장위동 68-435번지,1,0,0,1,1,0,1,0,0
장위11-2구역 가로주택정비사업,서울특별시 성북구 장위동 68-833번지,1,1,1,1,0,1,1,0,1
장위6구역 주택재개발정비사업,서울특별시 성북구 장위동 25-55번지,1,1,1,1,0,0,1,0,1
장위자이 레디언트,서울특별시 성북구 장위동 62-1번지,1,1,1,1,0,1,1,0,1
장지공영차고지,서울특별시 송파구 장지동 862번지,0,0,1,0,0,1,0,1,1
전농 도시정비형재개발사업,서울특별시 동대문구 전농동 494-1번지,1,1,1,1,1,1,1,0,0
정릉 우정에쉐르,서울특별시 성북구 정릉동 1033번지,0,0,1,1,0,1,0,0,1
정릉골 연립주택 2단지,서울특별시 성북구 정릉동 757번지,1,0,1,1,0,0,1,0,1
정릉골 연립주택 3단지,서울특별시 성북구 정릉동 757번지,1,0,1,0,0,0,1,0,1
정릉골 연립주택 4단지,서울특별시 성북구 정릉동 757번지,1,0,1,1,0,0,1,0,0
정릉골 연립주택 5단지,서울특별시 성북구 정릉동 757번지,1,0,1,0,0,0,1,0,1
정릉골 연립주택 6단지,서울특별시 성북구 정릉동 757번지,1,0,1,0,0,0,1,0,1
정릉골 연립주택 7단지,서울특별시 성북구 정릉동 757번지,1,0,0,0,0,0,1,0,1
정릉골 연립주택 8단지,서울특별시 성북구 정릉동 757번지,1,0,0,0,0,0,1,0,0
정릉공공주택,서울특별시 성북구 정릉동 894-22번지,0,0,1,1,1,1,0,1,1
정릉대우아파트,서울특별시 성북구 정릉동 산1-151번지,0,0,0,0,1,0,0,0,0
정릉동 218-1번지 일대 가로주택정비사업 아파트,서울특별시 성북구 정릉동 218-1번지,1,1,0,1,0,0,1,0,0
정릉푸르지오아파트,서울특별시 성북구 정릉동 406번지,0,0,0,0,1,0,0,0,0
정릉하늘마루,서울특별시 성북구 정릉동 1054번지,0,0,1,1,1,1,0,1,1
제로에너지 주택 실증단지,서울특별시 노원구 하계동 251-9번지,0,0,1,1,1,0,0,0,1
제일캐슬,서울특별시 양천구 신월동 494-9번지,0,0,0,0,1,0,0,0,0
젤라연립 재건축 신축공사,서울특별시 강서구 화곡동 812-26번지,0,0,0,0,1,0,0,0,0
조흥샛별 우방아파트,서울특별시 금천구 시흥동 270-4번지,0,0,0,0,1,0,0,0,0
종로구 구기동 공동주택 신축공사,서울특별시 종로구 구기동 88-2번지,1,0,1,0,0,0,1,0,0
종암5구역주택재개발아파트,서울특별시 성북구 종암동 100-56번지,1,0,1,1,1,0,1,0,1
종암6구역주택재개발,서울특별시 성북구 종암동 95-2번지,1,0,1,1,0,1,1,0,1
종암동 개운산마을 가로주택정비사업,서울특별시 성북구 종암동 81-188번지,0,0,0,0,0,0,0,0,1
주동제1동,서울특별시 서초구 방배동 911-3번지,0,1,0,0,1,1,0,0,0
"주민휴게실1,2",서울특별시 서대문구 홍은동 458번지,0,0,0,0,0,1,0,0,0
주함해븐빌,서울특별시 중랑구 면목동 1538번지,0,0,0,0,0,0,0,0,1
중계 불암산 지역주택조합,서울특별시 노원구 중계동 172-1번지,0,0,1,0,0,0,0,0,0
중계 한화 꿈에그린 The FIRST,서울특별시 노원구 중계동 156-11번지,1,1,1,0,1,1,1,0,1
중계동 제일주택,서울특별시 노원구 중계동 156-29번지,1,1,1,1,1,1,1,0,1
중계본동 주택재개발정비구역 공동주택,서울특별시 노원구 중계동 30-3번지,1,1,1,1,0,0,1,0,1
중계본동 주택재개발정비구역 임대주택,서울특별시 노원구 중계동 30-3번지,1,1,1,1,0,1,1,1,1
중계센트럴파크,서울특별시 노원구 상계동 1322번지,1,1,1,1,0,1,1,0,0
중계현대6차아파트,서울특별시 노원구 중계동 34번지,0,0,1,0,0,0,0,0,1
중랑구 상봉동 109-28번지 역세권 청년주택,서울특별시 중랑구 상봉동 109-28번지,0,1,0,0,0,0,0,0,1
중랑숲 Liga아파트,서울특별시 중랑구 망우동 583번지,1,1,1,1,0,1,1,0,0
중화동 동양엔파트 2차,서울특별시 중랑구 중화동 208-21번지,0,0,1,1,0,0,0,0,1
중화동 세광하니타운 가로주택 정비사업,서울특별시 중랑구 중화동 296-44번지,1,1,1,1,0,0,1,0,0
증산 공공주택 복합시설,서울특별시 은평구 증산동 238-4번지,0,0,0,0,1,1,0,1,0
진달래아파트2차(가칭),서울특별시 강남구 역삼동 762-1번지,1,0,1,1,0,0,1,0,1
진흥아파트,서울특별시 동작구 사당동 289번지,0,0,0,0,1,0,0,0,0
진흥연립재건축아파트,서울특별시 동작구 사당동 ,0,0,0,0,1,0,0,0,0
찬솔팰리스,서울특별시 관악구 신림동 1678번지,0,0,0,0,1,1,0,0,0
천왕 이펜하우스 1단지,서울특별시 구로구 천왕동 블록,0,0,1,0,0,0,0,0,0
천왕 이펜하우스 3단지,서울특별시 구로구 천왕동 블록,0,1,1,0,0,0,0,0,1
천왕 이펜하우스 5단지,서울특별시 구로구 천왕동 블록,0,0,1,0,0,0,0,0,0
천왕2지구 도시형생활주택(2),서울특별시 구로구 천왕동 블록,0,0,0,0,0,0,0,1,1
천왕동 여성안심주택,서울특별시 구로구 천왕동 산25-8번지,0,0,0,0,0,0,0,0,1
천왕역 모아엘가 트레뷰,서울특별시 구로구 오류동 362번지,1,0,1,1,0,0,1,0,1
천왕연지마을1단지,서울특별시 구로구 천왕동 블록,0,0,0,0,0,0,0,0,1
천왕연지마을2단지,서울특별시 구로구 천왕동 블록,0,0,0,0,0,0,0,1,1
천왕이펜하우스에스,서울특별시 구로구 천왕동 277-5번지,0,0,0,0,0,0,0,0,1
천왕지구 3단지 00아파트,서울특별시 구로구 천왕동 블록,0,1,1,0,0,0,0,0,1
천왕지구 5단지 아파트,서울특별시 구로구 천왕동 블록,0,0,1,0,0,0,0,0,0
천왕지구1단지 아파트,서울특별시 구로구 천왕동 블록,0,0,1,0,0,0,0,0,0
천호 특별계획구역 C2 주상복합,서울특별시 강동구 천호동 448번지,0,1,1,0,0,0,0,0,1
천호역 마에스트로,서울특별시 강동구 천호동 334-2번지,1,0,0,0,0,0,1,0,1
천호역 효성해링턴타워,서울특별시 강동구 성내동 87-1번지,0,1,1,0,0,0,0,0,1
천호우성아파트,서울특별시 강동구 천호동 19-1번지,0,0,1,1,0,0,0,0,1
청계 SK VIEW,서울특별시 성동구 용답동 253번지,0,1,1,1,0,0,0,0,0
청구 e편한세상,서울특별시 중구 신당동 45번지,0,0,1,1,0,0,0,0,1
청년미래공동체주택,서울특별시 서대문구 홍은동 466번지,0,0,0,0,0,0,0,0,1
청년임대주택,서울특별시 송파구 가락동 38-5번지,0,0,0,0,0,0,0,0,1
청담 르엘,서울특별시 강남구 청담동 134-18번지,0,1,1,0,0,0,0,0,1
청담동 GS자이 아파트,서울특별시 강남구 청담동 134-9번지,0,0,0,0,1,0,0,0,0
청담아이파크,서울특별시 강남구 청담동 130번지,1,0,1,1,1,0,1,0,0
청량리 KT부지 도시형생활주택,서울특별시 동대문구 청량리동 368번지,0,0,0,0,0,1,0,1,1
청량리 병원이적지 복합시설 신축공사,서울특별시 동대문구 청량리동 46번지,0,0,1,1,0,0,0,0,1
청량리4구역 주거복합,서울특별시 동대문구 전농동 620-47번지,0,1,1,1,0,0,0,0,1
청량리역 롯데캐슬 Sky-L65,서울특별시 동대문구 전농동 620-47번지,0,0,0,0,0,1,0,0,1
청량리제8구역 주택재개발정비사업,서울특별시 동대문구 청량리동 435번지,0,1,1,1,0,1,0,0,1
청호 뜨레피움 퍼스트 아파트,서울특별시 강동구 둔촌동 64번지,0,0,0,0,0,0,0,0,1
충림예하임아파트,서울특별시 서대문구 충정로3가 128-1번지,0,0,0,0,0,0,0,0,1
충무로 헤센 스마트,서울특별시 중구 충무로5가 79-2번지,0,0,0,0,0,0,0,0,1
충정도시형생활주택신축공사,서울특별시 서대문구 충정로3가 72-1번지,0,0,0,0,0,0,0,0,1
충정로 SK VIEW,서울특별시 서대문구 합동 118번지,0,0,1,1,1,0,0,0,0
칠성아파트 가로주택정비사업,서울특별시 구로구 구로동 685-280번지,0,0,1,0,0,0,0,0,1
크라운빌,서울특별시 종로구 명륜1가 36-17번지,0,0,0,0,0,1,0,0,0
킴스아파트,서울특별시 중랑구 면목동 1547번지,0,0,0,0,1,0,0,0,0
태릉해링턴플레이스,서울특별시 노원구 공릉동 230번지,0,0,0,0,0,0,0,0,1
테라팰리스,서울특별시 광진구 자양동 224-15번지,0,0,0,0,1,0,0,0,0
트리니엘,서울특별시 송파구 방이동 138-4번지,0,0,0,0,1,0,0,0,0
트리마제,서울특별시 성동구 성수동1가 718번지,0,1,0,1,0,0,0,0,1
파크원빌,서울특별시 중구 장충동2가 211번지,1,1,0,0,0,1,1,0,0
파크하비오,서울특별시 송파구 문정동 618번지,0,0,0,1,0,0,0,0,1
펜트힐 루 논현,서울특별시 강남구 논현동 211-21번지,0,0,0,0,0,0,0,0,1
펜트힐 캐스케이드,서울특별시 강남구 논현동 106번지,0,0,0,0,0,0,0,0,1
평창동 주거복합단지,서울특별시 종로구 평창동 113-1번지,1,0,0,0,0,0,1,0,1
포레나 노원,서울특별시 노원구 상계동 677번지,1,1,1,1,0,0,1,0,1
포제스 한강,서울특별시 광진구 광장동 188-2번지,0,0,0,0,0,0,0,0,1
푸른마을 동아 아파트,서울특별시 성북구 정릉동 210번지,0,0,0,0,1,0,0,0,0
풍원하임빌,서울특별시 관악구 신림동 10-458번지,0,0,0,0,1,0,0,0,0
하계1차청구아파트,서울특별시 노원구 하계동 251번지,0,0,0,1,0,0,0,0,0
하계5단지,서울특별시 노원구 하계동 272번지,1,1,1,1,0,1,1,0,1
하나세인스톤1차,서울특별시 구로구 구로동 110-8번지,0,0,0,0,1,0,0,0,0
하나세인스톤2차,서울특별시 구로구 구로동 97-4번지,0,0,0,0,0,0,0,0,1
하버라인11단지,서울특별시 구로구 항동 블록,0,0,0,0,0,0,0,0,1
하버라인3단지,서울특별시 구로구 항동 블록,1,1,1,1,0,0,1,0,0
하월곡동 도시형생활주택,서울특별시 성북구 하월곡동 90-646번지,0,0,0,0,0,0,0,0,1
한강동부아파트,서울특별시 용산구 이촌동 302-63번지,0,0,0,0,0,0,0,0,1
한강맨션 주택재건축정비사업,서울특별시 용산구 이촌동 300-23번지,1,1,1,1,0,0,1,0,1
한강삼익아파트,서울특별시 용산구 이촌동 300-301번지,0,1,1,1,0,1,0,1,1
한강타운,서울특별시 용산구 산천동 204번지,0,0,0,0,1,0,0,0,0
한남3재정비촉진구역 주택재개발정비사업,서울특별시 용산구 한남동 686번지,1,1,1,1,0,0,1,0,1
한남4구역 (30BL),서울특별시 용산구 보광동 448번지,1,1,1,1,0,0,1,0,1
한남4구역 (31BL),서울특별시 용산구 보광동 228-30번지,1,1,1,1,0,0,1,0,1
한남4구역 (32BL),서울특별시 용산구 보광동 360번지,1,1,1,1,0,0,1,0,1
한남4구역 (33BL),서울특별시 용산구 보광동 168-32번지,1,1,1,1,0,0,1,0,1
한남4구역 (34BL),서울특별시 용산구 보광동 114-2번지,1,1,1,1,0,0,1,0,1
한남더힐,서울특별시 용산구 한남동 810번지,0,0,0,0,0,0,0,0,1
한남하이츠 아파트,서울특별시 성동구 옥수동 220-1번지,1,1,1,1,0,0,1,0,1
한솔 솔파크 더 리버,서울특별시 강동구 암사동 518번지,0,0,1,1,0,0,0,0,0
한신아파트,서울특별시 성동구 홍익동 119-1번지,1,0,0,1,0,0,1,0,1
한양수자인에듀힐즈,서울특별시 구로구 항동 블록,0,0,0,0,0,0,0,0,1
한양아이클래스 구로,서울특별시 구로구 개봉동 208-3번지,0,0,0,0,0,0,0,0,1
한양연립 일대 가로주택정비사업,서울특별시 광진구 구의동 592-39번지,1,0,1,1,1,0,1,0,1
한양연립재건축아파트,서울특별시 강서구 방화동 553-4번지,0,0,0,0,0,0,0,0,1
한영해시안아파트,서울특별시 광진구 자양동 858번지,0,0,0,0,0,0,0,0,1
한진그랑빌,서울특별시 성동구 하왕십리동 1050번지,0,0,0,1,0,0,0,0,0
한화포레나당산,서울특별시 영등포구 당산동2가 45-5번지,0,0,1,0,0,0,0,0,0
한화포레나미아,서울특별시 강북구 미아동 705-1번지,1,1,1,1,1,0,1,0,1
합정동 447일원 가로주택정비사업,서울특별시 마포구 합정동 447번지,1,1,1,0,1,0,1,0,0
항동지구 3단지 SH아파트,서울특별시 구로구 항동 블록,1,1,1,1,0,0,1,0,0
항동지구 5단지 SH아파트,서울특별시 구로구 항동 블록,1,1,1,1,0,0,1,0,1
항동지구 7단지 SH아파트,서울특별시 구로구 항동 블록,1,1,1,1,0,0,1,0,1
항동지구 8단지 SH아파트,서울특별시 구로구 항동 블록,0,1,1,1,0,0,0,0,1
항동지구 도시형생활주택3단지 SH아파트,서울특별시 구로구 항동 블록,0,0,0,0,0,0,0,0,1
해링턴 플레이스 노원 센트럴,서울특별시 노원구 상계동 690번지,1,0,0,0,1,0,1,1,0
해링턴플레이스 안암,서울특별시 성북구 안암동3가 132-17번지,1,0,1,1,0,0,1,0,1
행당동 역세권 청년주택,서울특별시 성동구 행당동 319-36번지,1,1,1,0,0,0,1,0,1
헤렌어반,서울특별시 영등포구 영등포동1가 65-1번지,0,0,0,0,0,0,0,0,1
헤센 파크힐,서울특별시 서초구 서초동 1633-4번지,0,0,0,0,0,0,0,0,1
헬리오시티,서울특별시 송파구 가락동 479번지,1,1,1,1,0,1,1,0,1
현대 힐스테이트,서울특별시 강서구 화곡동 산70-1번지,1,1,1,1,0,0,1,0,1
현대썬앤빌 테헤란,서울특별시 강남구 대치동 894번지,1,0,0,0,1,0,1,0,0
현대캐슬,서울특별시 중랑구 면목동 402-18번지,0,0,0,0,1,0,0,0,0
현대호수빌라,서울특별시 송파구 송파동 42-3번지,0,0,0,0,1,0,0,0,0
현대휴온 아파트,서울특별시 중랑구 면목동 184-2번지,0,0,0,0,0,0,0,0,1
현석동 리버뷰,서울특별시 마포구 현석동 167번지,0,0,0,0,1,0,0,0,0
호반써밋 개봉,서울특별시 구로구 개봉동 68-64번지,0,0,1,1,0,0,0,0,0
호반써밋 목동,서울특별시 양천구 신정동 1150-41번지,0,0,1,1,0,0,0,0,1
홍실아파트,서울특별시 강남구 삼성동 79번지,0,1,1,1,0,0,0,0,1
홍은 동아 더 프라임,서울특별시 서대문구 홍은동 439-1번지,0,0,1,0,0,0,0,0,0
홍은1구역 도시환경정비사업,서울특별시 서대문구 홍은동 48-149번지,1,0,1,1,0,0,1,0,0
